"pathway","pval_mut","pval_gsea","pval_adj"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.437036417186446,0.269830332211919,0.606308829949015
"KEGG_CELL_CYCLE",0.999999999999999,0.343298969072165,1
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.583782878358285,NA,0.245193021959939
"KEGG_CHRONIC_MYELOID_LEUKEMIA",1,0.000136259503198732,0.762985217318104
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.999999999999999,0.0445706190140023,1
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.999999999999996,0.0869470596291341,1
"KEGG_COLORECTAL_CANCER",0.867383969077213,0.000160413974146867,1
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.080858898890797,0.0651318097332854,0.0357782120856553
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.518085576362189,0.463785046728972,0.552249383174345
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.657399837579472,0.921686746987952,1
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.487552104953295,0.982241953385128,1
"KEGG_DILATED_CARDIOMYOPATHY",0.779087930663672,0.179271347692871,0.201019150765168
"KEGG_DNA_REPLICATION",0.999999999999995,0.510957324106113,1
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.956895158309946,0.0447956590605665,1
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.882929857112245,0.322452978074197,0.0404595124091094
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.983649152041992,0.150055991041433,0.0775438946814717
"KEGG_ECM_RECEPTOR_INTERACTION",0.95336416777162,0.176220806794055,0.188744456506097
"KEGG_ENDOCYTOSIS",0.752675849651378,NA,1
"KEGG_ENDOMETRIAL_CANCER",1,7.21888904792151e-05,1
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.999999999999999,0.339670545044647,0.648561291234988
"KEGG_ERBB_SIGNALING_PATHWAY",1,5.17783005705192e-07,1
"KEGG_ETHER_LIPID_METABOLISM",0.766722261718007,0.865810968494749,0.00439590555206499
"KEGG_FATTY_ACID_METABOLISM",0.68938101806693,0.000257306854346403,0.704900944144971
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.999999999999997,0.108746354608066,0.208770390061323
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.279451013452983,0.312625658705874,1
"KEGG_FOCAL_ADHESION",1,NA,0.573193826590398
"KEGG_FOLATE_BIOSYNTHESIS",1,0.876010781671159,1
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.222536855090225,0.143138132442599,0.272015306759885
"KEGG_GALACTOSE_METABOLISM",0.274823051964828,0.49112426035503,0.437328227628844
"KEGG_GAP_JUNCTION",0.327871410692283,0.00209346875652625,1
"KEGG_GLIOMA",0.339180824267176,0.00114888620113436,0.63463597011184
"KEGG_GLUTATHIONE_METABOLISM",1,0.87010078387458,1
"KEGG_GLYCEROLIPID_METABOLISM",0.094630149348448,0.817469204927212,0.671040054014402
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.722036567052646,0.402347918890075,0.036313073345226
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.946694317327796,0.642857142857143,0.204856115768428
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.999999999999999,0.0691192236669452,0.105515053570923
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.0893038275800859,0.759708737864078,1
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.156290525934014,0.321728691476591,0.510644126025364
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.768496151268644,0.619909502262443,1
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.114553635356404,0.281672816728167,1
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.976058300852471,0.57618437900128,1
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.999999999999999,0.0685212479148144,0.360045096128204
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.165254328707807,0.0916319646671482,0.82265828829693
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",1,0.834939759036145,1
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.999999999999994,0.884565499351492,1
"KEGG_GNRH_SIGNALING_PATHWAY",0.94696101766856,0.0115850759596443,0.224336753911387
"KEGG_GRAFT_VERSUS_HOST_DISEASE",0.475604076472531,0.651851851851852,1
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.786540418285557,0.207734806629834,0.557563436773641
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.428148390325003,0.659957627118644,1
"KEGG_HISTIDINE_METABOLISM",0.842631272446758,0.0431069374341005,0.143300688491318
"KEGG_HOMOLOGOUS_RECOMBINATION",0.938363554794485,0.0473372781065089,1
"KEGG_HUNTINGTONS_DISEASE",1,0.763157894736842,1
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.360349461417743,0.669828255828734,0.258260963499616
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.141364341201263,0.000631680965433989,0.706743014780328
"KEGG_INSULIN_SIGNALING_PATHWAY",0.120085347531035,1.18127850998641e-05,0.492251266583046
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.111703759042163,0.639864099660249,0.738473624647071
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.705193878306792,0.00182859591122184,1
"KEGG_LEISHMANIA_INFECTION",0.803335416434145,0.120979232486282,1
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.229141804808419,0.000541142839596591,0.0560601878224047
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.594125755418782,0.0412076700352244,1
"KEGG_LINOLEIC_ACID_METABOLISM",0.999999999999994,0.279620853080569,0.0249309234109145
"KEGG_LONG_TERM_DEPRESSION",0.0921100555295471,0.0137602062082083,0.881630240659193
"KEGG_LONG_TERM_POTENTIATION",0.711475551146892,0.000219632189101376,0.714665009955323
"KEGG_LYSINE_DEGRADATION",0.223924595484021,0.0323654528725018,1
"KEGG_LYSOSOME",0.999999999999999,0.811594202898551,1
"KEGG_MAPK_SIGNALING_PATHWAY",0.656891654461917,NA,0.87752684644497
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.999999999999997,0.694976076555024,0.341917587574793
"KEGG_MELANOGENESIS",0.928116663144385,0.0266348130021803,0.398793934212943
"KEGG_MELANOMA",0.612375620521624,0.270623890059783,1
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",1,0.727173913043478,0.215967893951286
"KEGG_MISMATCH_REPAIR",0.999999999999997,0.900977995110024,1
"KEGG_MTOR_SIGNALING_PATHWAY",0.493356975627806,0.00223732178395726,1
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.487552104953295,0.563636363636364,1
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.365930280235349,0.0540236263686498,1
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.0219178341975872,0.934738955823293,1
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.999999999999999,1.6832391758593e-07,1
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.417769897173285,0.488372093023256,0.439223158483256
"KEGG_NITROGEN_METABOLISM",0.685813305714846,0.320293398533007,0.576762370803747
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.63272668884727,0.0892551989338388,1
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.589980582658303,0.166666666666667,1
"KEGG_NON_SMALL_CELL_LUNG_CANCER",0.277812833803128,0.00372596638397807,0.480147038717265
"KEGG_NOTCH_SIGNALING_PATHWAY",1,0.00320918864713262,0.441843192348717
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.608402868573863,0.317944601190286,1
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.999999999999999,0.376623376623377,0.441557370175867
"KEGG_OLFACTORY_TRANSDUCTION",0.804859526801982,0.511022044088176,0.0133034668645256
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.227345655470679,0.815668202764977,1
"KEGG_OOCYTE_MEIOSIS",1,0.857883817427386,1
"KEGG_OTHER_GLYCAN_DEGRADATION",0.044046259900066,0.447470817120623,1
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.999999999999996,0.0170529240624081,1
"KEGG_P53_SIGNALING_PATHWAY",0.364993037022437,0.158523344191097,1
"KEGG_PANCREATIC_CANCER",0.489606672392508,0.000150818777917364,0.915526107334599
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.443168188093091,0.316017316017316,1
"KEGG_PARKINSONS_DISEASE",0.583260266948345,0.60248447204969,1
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.00753214046553958,0.849723756906077,1
"KEGG_PATHWAYS_IN_CANCER",0.883922506552433,NA,0.119656245533171
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.999999999999994,0.114761710072414,0.946318430095995
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.453089482456556,0.0734011622502434,0.972111321308841
"KEGG_PEROXISOME",0.770494659260317,0.000445139790763572,1
"KEGG_PHENYLALANINE_METABOLISM",0.999999999999994,0.884371029224905,0.351799271157676
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.334431006588394,0.000285884234314624,0.108007843292177
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.608402868573863,0.807256235827664,1
"KEGG_PPAR_SIGNALING_PATHWAY",0.13512886397326,0.00219488348051028,0.233146552656527
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.424331109226912,0.779220779220779,0.779355058569711
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.453089482456556,0.983852364475202,1
"KEGG_PRION_DISEASES",0.745585240389197,0.0394236484587503,1
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",1,0.324023349903519,1
"KEGG_PROPANOATE_METABOLISM",0.999999999999999,0.00468367439468301,1
"KEGG_PROSTATE_CANCER",0.626106219893374,3.90572316173337e-06,1
"KEGG_PROTEASOME",0.487552104953295,0.00291500646615063,1
"KEGG_PROTEIN_EXPORT",0.262593972247684,0.152173913043478,0.438576644220269
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.125878250253293,0.10050362550031,0.412299732732344
"KEGG_PURINE_METABOLISM",0.999999999999999,0.731313131313131,1
"KEGG_PYRIMIDINE_METABOLISM",0.987121109670805,0.101694915254237,1
"KEGG_PYRUVATE_METABOLISM",0.999999999999999,0.260162601626016,1
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",1,NA,0.25910948137755
"KEGG_REGULATION_OF_AUTOPHAGY",0.756781675841417,0.414814814814815,1
"KEGG_RENAL_CELL_CARCINOMA",0.844705927538521,1.82211645883557e-06,1
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.586347504646116,0.0106668598998384,0.413249653732319
"KEGG_RETINOL_METABOLISM",0.494060882973326,0.634573304157549,0.242455074282808
"KEGG_RIBOFLAVIN_METABOLISM",0.999999999999997,0.472114137483787,1
"KEGG_RIBOSOME",0.839967734443121,0.00972131309566615,1
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.583260266948345,0.358825817137441,1
"KEGG_RNA_DEGRADATION",0.999999999999999,0.350515463917526,1
"KEGG_RNA_POLYMERASE",1,0.484076433121019,1
"KEGG_SELENOAMINO_ACID_METABOLISM",0.756781675841417,0.0696278511404562,1
"KEGG_SMALL_CELL_LUNG_CANCER",0.311424278621128,0.000644159574246487,0.205521484717321
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.999999999999997,0.643020594965675,1
"KEGG_SPHINGOLIPID_METABOLISM",0.475604076472531,0.266666666666667,0.785569461852253
"KEGG_SPLICEOSOME",0.999999999999999,0.0233784813792227,1
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.999999999999999,0.11020185644469,0.78591569617609
"KEGG_STEROID_BIOSYNTHESIS",0.768496151268644,0.24203821656051,1
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.222536855090225,0.244739756367663,1
"KEGG_SULFUR_METABOLISM",0.553288931332583,0.666666666666667,1
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.131007593180304,0.00153497822296424,1
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",1,4.79806448624405e-05,1
"KEGG_TASTE_TRANSDUCTION",0.887432468509064,0.15695067264574,0.128332029914125
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",0.345979286807403,0.138075313807531,1
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.999999999999999,0.0244191293952227,0.683850099885382
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.566325793873553,0.00475812693362842,1
"KEGG_THYROID_CANCER",0.21146254225276,0.00310438832334171,0.625111959721301
"KEGG_TIGHT_JUNCTION",0.0378128898482587,0.0187642757592989,0.118689533180044
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.533686371247528,0.009773525961254,1
"KEGG_TRYPTOPHAN_METABOLISM",0.90156376514025,0.0236362816843386,0.491055995469668
"KEGG_TYPE_I_DIABETES_MELLITUS",0.189615221881782,0.983739837398374,1
"KEGG_TYPE_II_DIABETES_MELLITUS",0.1808641270784,0.0405118855551768,1
"KEGG_TYROSINE_METABOLISM",0.583260266948345,0.397508493771234,0.1557127591129
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.299974943953274,0.0356755340199336,1
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.768496151268644,0.803234501347709,0.358243418996295
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.999999999999998,0.000120332832579866,0.180766972853539
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.811682657716922,1.12985916485574e-07,0.0774366953175938
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.839967734443121,0.0029550537964298,0.508525773606025
"KEGG_VEGF_SIGNALING_PATHWAY",0.364993037022437,0.0502218878688935,0.51069839403914
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.392260125545115,0.839067702552719,0.784750192009412
"KEGG_VIRAL_MYOCARDITIS",0.640293861304661,0.177886501117427,0.534670825714977
"KEGG_WNT_SIGNALING_PATHWAY",0.970284916302922,0.0048555435433013,1
