pathway,Significant_Association,pval
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,FALSE,0.156290525934014
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,FALSE,0.768496151268644
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,FALSE,0.114553635356404
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,FALSE,0.976058300852471
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,FALSE,0.999999999999999
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,FALSE,0.165254328707807
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,FALSE,1
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,FALSE,0.999999999999994
KEGG_GNRH_SIGNALING_PATHWAY,FALSE,0.94696101766856
KEGG_GRAFT_VERSUS_HOST_DISEASE,FALSE,0.475604076472531
KEGG_HEDGEHOG_SIGNALING_PATHWAY,FALSE,0.786540418285557
KEGG_HEMATOPOIETIC_CELL_LINEAGE,FALSE,0.428148390325003
KEGG_HISTIDINE_METABOLISM,FALSE,0.842631272446758
KEGG_HOMOLOGOUS_RECOMBINATION,FALSE,0.938363554794485
KEGG_HUNTINGTONS_DISEASE,FALSE,1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,FALSE,0.360349461417743
KEGG_INOSITOL_PHOSPHATE_METABOLISM,FALSE,0.141364341201263
KEGG_INSULIN_SIGNALING_PATHWAY,FALSE,0.120085347531035
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,FALSE,0.111703759042163
KEGG_JAK_STAT_SIGNALING_PATHWAY,FALSE,0.705193878306792
KEGG_LEISHMANIA_INFECTION,FALSE,0.803335416434145
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,FALSE,0.229141804808419
KEGG_LIMONENE_AND_PINENE_DEGRADATION,FALSE,0.594125755418782
KEGG_LINOLEIC_ACID_METABOLISM,FALSE,0.999999999999994
KEGG_LONG_TERM_DEPRESSION,FALSE,0.0921100555295471
KEGG_LONG_TERM_POTENTIATION,FALSE,0.711475551146892
KEGG_LYSINE_DEGRADATION,FALSE,0.223924595484021
KEGG_LYSOSOME,FALSE,0.999999999999999
KEGG_MAPK_SIGNALING_PATHWAY,FALSE,0.656891654461917
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,FALSE,0.999999999999997
KEGG_MELANOGENESIS,FALSE,0.928116663144385
KEGG_MELANOMA,FALSE,0.612375620521624
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,FALSE,1
KEGG_MISMATCH_REPAIR,FALSE,0.999999999999997
KEGG_MTOR_SIGNALING_PATHWAY,FALSE,0.493356975627806
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,FALSE,0.365930280235349
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TRUE,0.0219178341975872
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,FALSE,0.999999999999999
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,FALSE,0.417769897173285
KEGG_NITROGEN_METABOLISM,FALSE,0.685813305714846
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,FALSE,0.63272668884727
KEGG_NON_HOMOLOGOUS_END_JOINING,FALSE,0.589980582658303
KEGG_NON_SMALL_CELL_LUNG_CANCER,FALSE,0.277812833803128
KEGG_NOTCH_SIGNALING_PATHWAY,FALSE,1
KEGG_NUCLEOTIDE_EXCISION_REPAIR,FALSE,0.608402868573863
KEGG_N_GLYCAN_BIOSYNTHESIS,FALSE,0.487552104953295
KEGG_OLFACTORY_TRANSDUCTION,FALSE,0.804859526801982
KEGG_ONE_CARBON_POOL_BY_FOLATE,FALSE,0.227345655470679
KEGG_OOCYTE_MEIOSIS,FALSE,1
KEGG_OTHER_GLYCAN_DEGRADATION,TRUE,0.044046259900066
KEGG_OXIDATIVE_PHOSPHORYLATION,FALSE,0.999999999999996
KEGG_O_GLYCAN_BIOSYNTHESIS,FALSE,0.999999999999999
KEGG_P53_SIGNALING_PATHWAY,FALSE,0.364993037022437
KEGG_PANCREATIC_CANCER,FALSE,0.489606672392508
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,FALSE,0.443168188093091
KEGG_PARKINSONS_DISEASE,FALSE,0.583260266948345
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,TRUE,0.00753214046553958
KEGG_PATHWAYS_IN_CANCER,FALSE,0.883922506552433
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,FALSE,0.999999999999994
KEGG_PENTOSE_PHOSPHATE_PATHWAY,FALSE,0.453089482456556
KEGG_PEROXISOME,FALSE,0.770494659260317
KEGG_PHENYLALANINE_METABOLISM,FALSE,0.999999999999994
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,FALSE,0.334431006588394
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,FALSE,0.608402868573863
KEGG_PPAR_SIGNALING_PATHWAY,FALSE,0.13512886397326
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,FALSE,0.424331109226912
KEGG_PRIMARY_IMMUNODEFICIENCY,FALSE,0.453089482456556
KEGG_PRION_DISEASES,FALSE,0.745585240389197
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,FALSE,1
KEGG_PROPANOATE_METABOLISM,FALSE,0.999999999999999
KEGG_PROSTATE_CANCER,FALSE,0.626106219893374
KEGG_PROTEASOME,FALSE,0.487552104953295
KEGG_PROTEIN_EXPORT,FALSE,0.262593972247684
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,FALSE,0.125878250253293
KEGG_PURINE_METABOLISM,FALSE,0.999999999999999
KEGG_PYRIMIDINE_METABOLISM,FALSE,0.987121109670805
KEGG_PYRUVATE_METABOLISM,FALSE,0.999999999999999
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,FALSE,1
KEGG_REGULATION_OF_AUTOPHAGY,FALSE,0.756781675841417
KEGG_RENAL_CELL_CARCINOMA,FALSE,0.844705927538521
KEGG_RENIN_ANGIOTENSIN_SYSTEM,FALSE,0.586347504646116
KEGG_RETINOL_METABOLISM,FALSE,0.494060882973326
KEGG_RIBOFLAVIN_METABOLISM,FALSE,0.999999999999997
KEGG_RIBOSOME,FALSE,0.839967734443121
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,FALSE,0.583260266948345
KEGG_RNA_DEGRADATION,FALSE,0.999999999999999
KEGG_RNA_POLYMERASE,FALSE,1
KEGG_SELENOAMINO_ACID_METABOLISM,FALSE,0.756781675841417
KEGG_SMALL_CELL_LUNG_CANCER,FALSE,0.311424278621128
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,FALSE,0.999999999999997
KEGG_SPHINGOLIPID_METABOLISM,FALSE,0.475604076472531
KEGG_SPLICEOSOME,FALSE,0.999999999999999
KEGG_STARCH_AND_SUCROSE_METABOLISM,FALSE,0.999999999999999
KEGG_STEROID_BIOSYNTHESIS,FALSE,0.768496151268644
KEGG_STEROID_HORMONE_BIOSYNTHESIS,FALSE,0.222536855090225
KEGG_SULFUR_METABOLISM,FALSE,0.553288931332583
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,FALSE,0.131007593180304
KEGG_TASTE_TRANSDUCTION,FALSE,0.887432468509064
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,FALSE,0.345979286807403
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,FALSE,0.999999999999999
KEGG_TGF_BETA_SIGNALING_PATHWAY,FALSE,0.566325793873553
KEGG_THYROID_CANCER,FALSE,0.21146254225276
KEGG_TIGHT_JUNCTION,TRUE,0.0378128898482587
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,FALSE,0.533686371247528
KEGG_TRYPTOPHAN_METABOLISM,FALSE,0.90156376514025
KEGG_TYPE_II_DIABETES_MELLITUS,FALSE,0.1808641270784
KEGG_TYPE_I_DIABETES_MELLITUS,FALSE,0.189615221881782
KEGG_TYROSINE_METABOLISM,FALSE,0.583260266948345
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,FALSE,1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,FALSE,0.299974943953274
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,FALSE,0.768496151268644
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,FALSE,0.999999999999998
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,FALSE,0.811682657716922
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,FALSE,0.839967734443121
KEGG_VEGF_SIGNALING_PATHWAY,FALSE,0.364993037022437
KEGG_VIBRIO_CHOLERAE_INFECTION,FALSE,0.392260125545115
KEGG_VIRAL_MYOCARDITIS,FALSE,0.640293861304661
KEGG_WNT_SIGNALING_PATHWAY,FALSE,0.970284916302922
