"pathway","mut","gsea","adj","MiniMax","MiniMaxP","drivers","MiniMaxFDR"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.299974943953274,0.0356755340199336,1,0.299974943953274,0.215968430134523,"gsea and mut",1
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.279451013452983,0.312625658705874,1,0.312625658705874,0.232095593435447,"gsea and mut",1
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.156290525934014,0.321728691476591,0.510644126025364,0.321728691476591,0.243924196704042,"gsea and mut",1
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.882929857112245,0.322452978074197,0.0404595124091094,0.322452978074197,0.244873077123583,"adj and gsea",1
"KEGG_GAP_JUNCTION",0.327871410692283,0.00209346875652625,1,0.327871410692283,0.252006854223491,"gsea and mut",1
"KEGG_GLIOMA",0.339180824267176,0.00114888620113436,0.63463597011184,0.339180824267176,0.267089707099666,"gsea and mut",1
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",0.345979286807403,0.138075313807531,1,0.345979286807403,0.276276406012006,"gsea and mut",1
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.999999999999999,0.0685212479148144,0.360045096128204,0.360045096128204,0.295550342595721,"adj and gsea",1
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.360349461417743,0.669828255828734,0.258260963499616,0.360349461417743,0.29597119796209,"adj and mut",1
"KEGG_P53_SIGNALING_PATHWAY",0.364993037022437,0.158523344191097,1,0.364993037022437,0.302411066974524,"gsea and mut",1
"KEGG_VEGF_SIGNALING_PATHWAY",0.364993037022437,0.0502218878688935,0.51069839403914,0.364993037022437,0.302411066974524,"gsea and mut",1
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.365930280235349,0.0540236263686498,1,0.365930280235349,0.303715143590386,"gsea and mut",1
"KEGG_TYROSINE_METABOLISM",0.583260266948345,0.397508493771234,0.1557127591129,0.397508493771234,0.348415986525114,"adj and gsea",1
"KEGG_MELANOGENESIS",0.928116663144385,0.0266348130021803,0.398793934212943,0.398793934212943,0.350264141532121,"adj and gsea",1
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.722036567052646,0.402347918890075,0.036313073345226,0.402347918890075,0.355384284948723,"adj and gsea",1
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.586347504646116,0.0106668598998384,0.413249653732319,0.413249653732319,0.371180181327445,"adj and gsea",1
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.437036417186446,0.269830332211919,0.606308829949015,0.437036417186446,0.406053853042002,"gsea and mut",1
"KEGG_GALACTOSE_METABOLISM",0.274823051964828,0.49112426035503,0.437328227628844,0.437328227628844,0.406484659683007,"adj and mut",1
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.417769897173285,0.488372093023256,0.439223158483256,0.439223158483256,0.409283735693054,"adj and mut",1
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.999999999999999,0.376623376623377,0.441557370175867,0.441557370175867,0.412735281658176,"adj and gsea",1
"KEGG_NOTCH_SIGNALING_PATHWAY",1,0.00320918864713262,0.441843192348717,0.441843192348717,0.413158186093267,"adj and gsea",1
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.867383969077213,0.175646551724138,0.442429684945248,0.442429684945248,0.414026142749217,"adj and gsea",1
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.443168188093091,0.316017316017316,1,0.443168188093091,0.415119399145669,"gsea and mut",1
"KEGG_OTHER_GLYCAN_DEGRADATION",0.044046259900066,0.447470817120623,1,0.447470817120623,0.421496114811119,"gsea and mut",1
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.453089482456556,0.622333751568381,0.0333894850310432,0.453089482456556,0.429840685940927,"adj and mut",1
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.453089482456556,0.0734011622502434,0.972111321308841,0.453089482456556,0.429840685940927,"gsea and mut",1
"KEGG_BASE_EXCISION_REPAIR",0.475604076472531,0.3512252042007,1,0.475604076472531,0.463435153717417,"gsea and mut",1
"KEGG_SPHINGOLIPID_METABOLISM",0.475604076472531,0.266666666666667,0.785569461852253,0.475604076472531,0.463435153717417,"gsea and mut",1
"KEGG_PROTEASOME",0.487552104953295,0.00291500646615063,1,0.487552104953295,0.481332015034885,"gsea and mut",1
"KEGG_PANCREATIC_CANCER",0.489606672392508,0.000150818777917364,0.915526107334599,0.489606672392508,0.484412253989424,"gsea and mut",1
"KEGG_TRYPTOPHAN_METABOLISM",0.90156376514025,0.0236362816843386,0.491055995469668,0.491055995469668,0.486585424159669,"adj and gsea",1
"KEGG_MTOR_SIGNALING_PATHWAY",0.493356975627806,0.00223732178395726,1,0.493356975627806,0.490036049752022,"gsea and mut",1
"KEGG_RETINOL_METABOLISM",0.494060882973326,0.634573304157549,0.242455074282808,0.494060882973326,0.491091743442258,"adj and mut",1
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.498842221103446,0.358518037253504,1,0.498842221103446,0.498263334759063,"gsea and mut",1
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.839967734443121,0.0029550537964298,0.508525773606025,0.508525773606025,0.512787420952267,"adj and gsea",1
"KEGG_OLFACTORY_TRANSDUCTION",0.804859526801982,0.511022044088176,0.0133034668645256,0.511022044088176,0.516530388096162,"adj and gsea",1
"KEGG_ASTHMA",0.773291398974886,0.517814726840855,0.417354228324563,0.517814726840855,0.5267107827378,"adj and gsea",1
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.518085576362189,0.463785046728972,0.552249383174345,0.518085576362189,0.527116533390664,"gsea and mut",1
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.533686371247528,0.009773525961254,1,0.533686371247528,0.550453104195967,"gsea and mut",1
"KEGG_VIRAL_MYOCARDITIS",0.640293861304661,0.177886501117427,0.534670825714977,0.534670825714977,0.551922885320097,"adj and gsea",1
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.786540418285557,0.207734806629834,0.557563436773641,0.557563436773641,0.585963676594596,"adj and gsea",1
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.487552104953295,0.563636363636364,1,0.563636363636364,0.594939143501128,"gsea and mut",1
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.566325793873553,0.00475812693362842,1,0.566325793873553,0.598905141760397,"gsea and mut",1
"KEGG_NITROGEN_METABOLISM",0.685813305714846,0.320293398533007,0.576762370803747,0.576762370803747,0.614238917565437,"adj and gsea",1
"KEGG_BUTANOATE_METABOLISM",0.580028594047504,0.0527729682083387,1,0.580028594047504,0.619017792667327,"gsea and mut",1
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.583260266948345,0.358825817137441,1,0.583260266948345,0.62373603477925,"gsea and mut",1
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.583782878358285,1,0.245193021959939,0.583782878358285,0.624498077860251,"adj and mut",1
"KEGG_APOPTOSIS",0.675800417565226,0.0277987183091693,0.587777700398792,0.587777700398792,0.630313909456594,"adj and gsea",1
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.589980582658303,0.166666666666667,1,0.589980582658303,0.633513817466678,"gsea and mut",1
"KEGG_ACUTE_MYELOID_LEUKEMIA",0.885999741307597,0.000159938684806273,0.590572853439743,0.590572853439743,0.634373261899492,"adj and gsea",1
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.594125755418782,0.0412076700352244,1,0.594125755418782,0.639520789155577,"gsea and mut",1
"KEGG_PARKINSONS_DISEASE",0.583260266948345,0.60248447204969,1,0.60248447204969,0.651573905519423,"gsea and mut",1
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.608402868573863,0.317944601190286,1,0.608402868573863,0.660056579203347,"gsea and mut",1
"KEGG_MELANOMA",0.612375620521624,0.270623890059783,1,0.612375620521624,0.665725209160502,"gsea and mut",1
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.999999999999997,0.616898148148148,0.386272085588915,0.616898148148148,0.672152354441928,"adj and gsea",1
"KEGG_PROSTATE_CANCER",0.626106219893374,3.90572316173337e-06,1,0.626106219893374,0.685148451225806,"gsea and mut",1
"KEGG_ADHERENS_JUNCTION",0.628907862906225,7.08317464737106e-06,1,0.628907862906225,0.689077609310492,"gsea and mut",1
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.63272668884727,0.0892551989338388,1,0.63272668884727,0.69441370730783,"gsea and mut",1
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.111703759042163,0.639864099660249,0.738473624647071,0.639864099660249,0.70432411586147,"gsea and mut",1
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.946694317327796,0.642857142857143,0.204856115768428,0.642857142857143,0.708454810495627,"adj and gsea",1
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.999999999999999,0.339670545044647,0.648561291234988,0.648561291234988,0.716284305597056,"adj and gsea",1
"KEGG_GRAFT_VERSUS_HOST_DISEASE",0.475604076472531,0.651851851851852,1,0.651851851851852,0.720774678656709,"gsea and mut",1
"KEGG_ABC_TRANSPORTERS",0.901103048897866,0.656144306651635,0.212088783993993,0.656144306651635,0.72660253739975,"adj and gsea",1
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.428148390325003,0.659957627118644,1,0.659957627118644,0.731750947429052,"gsea and mut",1
"KEGG_SULFUR_METABOLISM",0.553288931332583,0.666666666666667,1,0.666666666666667,0.740740740740741,"gsea and mut",1
"KEGG_GLYCEROLIPID_METABOLISM",0.094630149348448,0.817469204927212,0.671040054014402,0.671040054014402,0.746552630058827,"adj and mut",1
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.999999999999999,0.0244191293952227,0.683850099885382,0.683850099885382,0.763346567137564,"adj and gsea",1
"KEGG_FATTY_ACID_METABOLISM",0.68938101806693,0.000257306854346403,0.704900944144971,0.68938101806693,0.770487162283368,"gsea and mut",1
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.999999999999997,0.694976076555024,0.341917587574793,0.694976076555024,0.777639822296907,"adj and gsea",1
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.705193878306792,0.00182859591122184,1,0.705193878306792,0.790511634796334,"gsea and mut",1
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.603424732369452,0.708571428571429,1,0.708571428571429,0.794710577259476,"gsea and mut",1
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.258097113487657,0.724750277469478,0.709095330679052,0.709095330679052,0.795359341784221,"adj and mut",1
"KEGG_LONG_TERM_POTENTIATION",0.711475551146892,0.000219632189101376,0.714665009955323,0.711475551146892,0.798298146125084,"gsea and mut",1
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",1,0.727173913043478,0.215967893951286,0.727173913043478,0.817312892968685,"adj and gsea",1
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.605767843665033,0.874859075535513,0.729577223468415,0.729577223468415,0.820165777963688,"adj and mut",1
"KEGG_PRION_DISEASES",0.745585240389197,0.0394236484587503,1,0.745585240389197,0.838754332372449,"gsea and mut",1
"KEGG_BETA_ALANINE_METABOLISM",0.756781675841417,0.00460976001381165,1,0.756781675841417,0.851309774836934,"gsea and mut",1
"KEGG_REGULATION_OF_AUTOPHAGY",0.756781675841417,0.414814814814815,1,0.756781675841417,0.851309774836934,"gsea and mut",1
"KEGG_SELENOAMINO_ACID_METABOLISM",0.756781675841417,0.0696278511404562,1,0.756781675841417,0.851309774836934,"gsea and mut",1
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.0893038275800859,0.759708737864078,1,0.759708737864078,0.854529110427399,"gsea and mut",1
"KEGG_CHRONIC_MYELOID_LEUKEMIA",1,0.000136259503198732,0.762985217318104,0.762985217318104,0.85810106665227,"adj and gsea",1
"KEGG_ETHER_LIPID_METABOLISM",0.766722261718007,0.865810968494749,0.00439590555206499,0.766722261718007,0.862133741150207,"adj and mut",1
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.768496151268644,0.619909502262443,1,0.768496151268644,0.864032353411321,"gsea and mut",1
"KEGG_STEROID_BIOSYNTHESIS",0.768496151268644,0.24203821656051,1,0.768496151268644,0.864032353411321,"gsea and mut",1
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.768496151268644,0.803234501347709,0.358243418996295,0.768496151268644,0.864032353411321,"adj and mut",1
"KEGG_PEROXISOME",0.770494659260317,0.000445139790763572,1,0.770494659260317,0.866159228293729,"gsea and mut",1
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.424331109226912,0.779220779220779,0.779355058569711,0.779220779220779,0.875292695161138,"gsea and mut",1
"KEGG_BLADDER_CANCER",0.999999999999996,0.0572344211309906,0.781063370292164,0.781063370292164,0.877188943977271,"adj and gsea",1
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.392260125545115,0.839067702552719,0.784750192009412,0.784750192009412,0.880948675258614,"adj and mut",1
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.999999999999999,0.11020185644469,0.78591569617609,0.78591569617609,0.882127594362973,"adj and gsea",1
"KEGG_LEISHMANIA_INFECTION",0.803335416434145,0.120979232486282,1,0.803335416434145,0.899181900558724,"gsea and mut",1
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.196380637521954,0.863787375415282,0.80464542846631,0.80464542846631,0.900420566820769,"adj and mut",1
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.608402868573863,0.807256235827664,1,0.807256235827664,0.902870446944895,"gsea and mut",1
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.227345655470679,0.815668202764977,1,0.815668202764977,0.910591895159211,"gsea and mut",1
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.821061399463669,0.0384692694767645,1,0.821061399463669,0.915401809961409,"gsea and mut",1
"KEGG_AXON_GUIDANCE",0.838295182945524,8.42276759075237e-05,1,0.838295182945524,0.930011316378609,"gsea and mut",1
"KEGG_RIBOSOME",0.839967734443121,0.00972131309566615,1,0.839967734443121,0.931365978931225,"gsea and mut",1
"KEGG_RENAL_CELL_CARCINOMA",0.844705927538521,1.82211645883557e-06,1,0.844705927538521,0.935141474196281,"gsea and mut",1
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.00753214046553958,0.849723756906077,1,0.849723756906077,0.939038513823791,"gsea and mut",1
"KEGG_COLORECTAL_CANCER",0.867383969077213,0.000160413974146867,1,0.867383969077213,0.951903604390537,"gsea and mut",1
"KEGG_MAPK_SIGNALING_PATHWAY",0.656891654461917,1,0.87752684644497,0.87752684644497,0.958675094567768,"adj and mut",1
"KEGG_PATHWAYS_IN_CANCER",0.883922506552433,1,0.119656245533171,0.883922506552433,0.962706099236347,"adj and mut",1
"KEGG_PHENYLALANINE_METABOLISM",0.999999999999994,0.884371029224905,0.351799271157676,0.884371029224905,0.96298175564805,"adj and gsea",1
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.657399837579472,0.921686746987952,1,0.921686746987952,0.982561688181089,"gsea and mut",1
"KEGG_ALZHEIMERS_DISEASE",0.930052747700371,0.931243680485339,1,0.931243680485339,0.986467787158104,"gsea and mut",1
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.0219178341975872,0.934738955823293,1,0.934738955823293,0.987778882420539,"gsea and mut",1
"KEGG_HOMOLOGOUS_RECOMBINATION",0.938363554794485,0.0473372781065089,1,0.938363554794485,0.989071165911416,"gsea and mut",1
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.941967374180977,8.54484410605088e-05,1,0.941967374180977,0.990287525911675,"gsea and mut",1
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.999999999999994,0.114761710072414,0.946318430095995,0.946318430095995,0.991664256693252,"adj and gsea",1
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.956895158309946,0.0447956590605665,1,0.956895158309946,0.99458609782052,"gsea and mut",1
"KEGG_WNT_SIGNALING_PATHWAY",0.970284916302922,0.0048555435433013,1,0.970284916302922,0.997403517420248,"gsea and mut",1
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.976058300852471,0.57618437900128,1,0.976058300852471,0.9983078321271,"gsea and mut",1
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.487552104953295,0.982241953385128,1,0.982241953385128,0.999065155278038,"gsea and mut",1
"KEGG_ALLOGRAFT_REJECTION",0.454766266818223,0.983644859813084,1,0.983644859813084,0.999206277861267,"gsea and mut",1
"KEGG_TYPE_I_DIABETES_MELLITUS",0.189615221881782,0.983739837398374,1,0.983739837398374,0.9992154194792,"gsea and mut",1
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.453089482456556,0.983852364475202,1,0.983852364475202,0.999226182467917,"gsea and mut",1
"KEGG_AUTOIMMUNE_THYROID_DISEASE",0.494060882973326,0.985442329227324,1,0.985442329227324,0.999370392956441,"gsea and mut",1
"KEGG_PYRIMIDINE_METABOLISM",0.987121109670805,0.101694915254237,1,0.987121109670805,0.999506674886976,"gsea and mut",1
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.999999999999994,0.0841619675475438,1,0.999999999999994,1,"gsea and mut",1
"KEGG_BASAL_CELL_CARCINOMA",1,0.116279069767442,1,1,1,"gsea and mut",1
"KEGG_BASAL_TRANSCRIPTION_FACTORS",1,0.296296296296296,1,1,1,"gsea and mut",1
"KEGG_CELL_CYCLE",0.999999999999999,0.343298969072165,1,0.999999999999999,1,"gsea and mut",1
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.999999999999999,0.0445706190140023,1,0.999999999999999,1,"gsea and mut",1
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.999999999999996,0.0869470596291341,1,0.999999999999996,1,"gsea and mut",1
"KEGG_DNA_REPLICATION",0.999999999999995,0.510957324106113,1,0.999999999999995,1,"gsea and mut",1
"KEGG_ENDOCYTOSIS",0.752675849651378,1,1,1,1,"gsea and mut",1
"KEGG_ENDOMETRIAL_CANCER",1,7.21888904792151e-05,1,1,1,"gsea and mut",1
"KEGG_ERBB_SIGNALING_PATHWAY",1,5.17783005705192e-07,1,1,1,"gsea and mut",1
"KEGG_FOCAL_ADHESION",1,1,0.573193826590398,1,1,"adj and mut",1
"KEGG_FOLATE_BIOSYNTHESIS",1,0.876010781671159,1,1,1,"gsea and mut",1
"KEGG_GLUTATHIONE_METABOLISM",1,0.87010078387458,1,1,1,"gsea and mut",1
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",1,0.834939759036145,1,1,1,"gsea and mut",1
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.999999999999994,0.884565499351492,1,0.999999999999994,1,"gsea and mut",1
"KEGG_HUNTINGTONS_DISEASE",1,0.763157894736842,1,1,1,"gsea and mut",1
"KEGG_LYSOSOME",0.999999999999999,0.811594202898551,1,0.999999999999999,1,"gsea and mut",1
"KEGG_MISMATCH_REPAIR",0.999999999999997,0.900977995110024,1,0.999999999999997,1,"gsea and mut",1
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.999999999999999,1.6832391758593e-07,1,0.999999999999999,1,"gsea and mut",1
"KEGG_OOCYTE_MEIOSIS",1,0.857883817427386,1,1,1,"gsea and mut",1
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.999999999999996,0.0170529240624081,1,0.999999999999996,1,"gsea and mut",1
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",1,0.324023349903519,1,1,1,"gsea and mut",1
"KEGG_PROPANOATE_METABOLISM",0.999999999999999,0.00468367439468301,1,0.999999999999999,1,"gsea and mut",1
"KEGG_PURINE_METABOLISM",0.999999999999999,0.731313131313131,1,0.999999999999999,1,"gsea and mut",1
"KEGG_PYRUVATE_METABOLISM",0.999999999999999,0.260162601626016,1,0.999999999999999,1,"gsea and mut",1
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",1,1,0.25910948137755,1,1,"adj and mut",1
"KEGG_RIBOFLAVIN_METABOLISM",0.999999999999997,0.472114137483787,1,0.999999999999997,1,"gsea and mut",1
"KEGG_RNA_DEGRADATION",0.999999999999999,0.350515463917526,1,0.999999999999999,1,"gsea and mut",1
"KEGG_RNA_POLYMERASE",1,0.484076433121019,1,1,1,"gsea and mut",1
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.999999999999997,0.643020594965675,1,0.999999999999997,1,"gsea and mut",1
"KEGG_SPLICEOSOME",0.999999999999999,0.0233784813792227,1,0.999999999999999,1,"gsea and mut",1
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",1,4.79806448624405e-05,1,1,1,"gsea and mut",1
